Currency	Date	Value
Algerian dinar	January 23, 2023	135.526800
Algerian dinar	January 24, 2023	135.597500
Algerian dinar	January 25, 2023	135.632900
Algerian dinar	January 26, 2023	135.444200
Algerian dinar	January 27, 2023	135.627100
Algerian dinar	January 30, 2023	135.568100
Algerian dinar	January 31, 2023	135.774500
Algerian dinar	July 01, 2022	146.150500
Algerian dinar	July 05, 2022	NA
Algerian dinar	July 05, 2023	NA
Algerian dinar	July 06, 2022	146.815700
Algerian dinar	July 06, 2023	135.788600
Algerian dinar	July 07, 2022	147.172400
Algerian dinar	July 07, 2023	135.717900
Algerian dinar	July 08, 2022	146.914400
Algerian dinar	July 10, 2023	135.405500
Algerian dinar	July 11, 2022	146.790400
Algerian dinar	July 11, 2023	135.283000
Algerian dinar	July 12, 2022	147.162400
Algerian dinar	July 12, 2023	135.206200
Algerian dinar	July 13, 2022	146.976800
Algerian dinar	July 13, 2023	134.714900
Algerian dinar	July 14, 2022	147.063500
Algerian dinar	July 14, 2023	134.319000
Algerian dinar	July 15, 2022	NA
Algerian dinar	July 17, 2023	134.313100
Algerian dinar	July 18, 2022	146.143900
Algerian dinar	July 18, 2023	134.259900
Algerian dinar	July 19, 2022	145.550700
Algerian dinar	July 19, 2023	NA
Algerian dinar	July 20, 2022	145.612500
Algerian dinar	July 20, 2023	134.372200
Algerian dinar	July 21, 2022	145.933700
Algerian dinar	July 21, 2023	134.726700
Algerian dinar	July 22, 2022	146.057400
Algerian dinar	July 24, 2023	134.852100
Algerian dinar	July 25, 2022	145.797900
Algerian dinar	July 25, 2023	134.923000
Algerian dinar	July 26, 2022	145.624800
Algerian dinar	July 26, 2023	134.863900
Algerian dinar	July 27, 2022	146.100600
Algerian dinar	July 27, 2023	134.680800
Algerian dinar	July 28, 2022	145.686700
Algerian dinar	July 28, 2023	NA
Algerian dinar	July 29, 2022	145.458000
Algerian dinar	July 31, 2023	135.492800
Algerian dinar	June 01, 2022	145.407100
Algerian dinar	June 01, 2023	136.731600
Algerian dinar	June 02, 2022	145.621400
Algerian dinar	June 02, 2023	136.218900
Algerian dinar	June 03, 2022	145.237100
Algerian dinar	June 05, 2023	136.566700
Algerian dinar	June 06, 2022	145.262400
Algerian dinar	June 06, 2023	136.501700
Algerian dinar	June 07, 2022	145.615000
Algerian dinar	June 07, 2023	136.631500
Algerian dinar	June 08, 2022	145.640300
Algerian dinar	June 08, 2023	136.490000
Algerian dinar	June 09, 2022	145.489100
Algerian dinar	June 09, 2023	NA
Algerian dinar	June 10, 2022	145.923700
Algerian dinar	June 12, 2023	136.236600
Algerian dinar	June 13, 2022	146.344100
Algerian dinar	June 13, 2023	136.018500
Algerian dinar	June 14, 2022	146.349300
Algerian dinar	June 14, 2023	136.042100
Algerian dinar	June 15, 2022	146.082300
Algerian dinar	June 15, 2023	135.918300
Algerian dinar	June 16, 2022	146.573500
Algerian dinar	June 16, 2023	135.434900
Algerian dinar	June 17, 2022	145.809500
Algerian dinar	June 20, 2023	135.399600
Algerian dinar	June 21, 2022	145.653000
Algerian dinar	June 21, 2023	135.488000
Algerian dinar	June 22, 2022	145.959800
Algerian dinar	June 22, 2023	135.222900
Algerian dinar	June 23, 2022	145.890900
Algerian dinar	June 23, 2023	135.670800
Algerian dinar	June 24, 2022	145.815800
Algerian dinar	June 26, 2023	135.570600
Algerian dinar	June 27, 2022	145.471400
Algerian dinar	June 27, 2023	135.440900
Algerian dinar	June 28, 2022	145.496300
Algerian dinar	June 28, 2023	135.417200
Algerian dinar	June 29, 2022	145.897200
Algerian dinar	June 29, 2023	NA
Algerian dinar	June 30, 2022	146.272900
Algerian dinar	June 30, 2023	NA
Algerian dinar	March 01, 2023	136.381600
Algerian dinar	March 02, 2023	136.399200
Algerian dinar	March 03, 2023	136.440300
Algerian dinar	March 06, 2023	136.264200
Algerian dinar	March 07, 2023	136.076300
Algerian dinar	March 08, 2023	136.898400
Algerian dinar	March 09, 2023	136.719300
Algerian dinar	March 10, 2023	136.543400
Algerian dinar	March 13, 2023	135.769100
Algerian dinar	March 14, 2023	135.933300
Algerian dinar	March 15, 2023	135.687000
Algerian dinar	March 16, 2023	136.285300
Algerian dinar	March 17, 2023	136.015400
Algerian dinar	March 20, 2023	136.027200
Algerian dinar	March 21, 2023	135.669400
Algerian dinar	March 22, 2023	135.434800
Algerian dinar	March 23, 2023	135.244500
Algerian dinar	March 24, 2023	135.559300
Algerian dinar	March 27, 2023	135.950700
Algerian dinar	March 28, 2023	135.707900
Algerian dinar	March 29, 2023	135.687100
Algerian dinar	March 30, 2023	135.545800
Algerian dinar	March 31, 2023	135.541000
Algerian dinar	May 01, 2023	NA
Algerian dinar	May 02, 2022	NA
Algerian dinar	May 02, 2023	135.485800
Algerian dinar	May 03, 2022	NA
Algerian dinar	May 03, 2023	135.296800
Algerian dinar	May 04, 2022	145.576800
Algerian dinar	May 04, 2023	135.172700
Algerian dinar	May 05, 2022	145.431900
Algerian dinar	May 05, 2023	135.166700
Algerian dinar	May 06, 2022	145.739100
Algerian dinar	May 08, 2023	135.084100
Algerian dinar	May 09, 2022	145.752100
Algerian dinar	May 09, 2023	135.361700
Algerian dinar	May 10, 2022	145.389000
Algerian dinar	May 10, 2023	135.527200
Algerian dinar	May 11, 2022	145.495300
Algerian dinar	May 11, 2023	135.609900
Algerian dinar	May 12, 2022	146.071200
Algerian dinar	May 12, 2023	135.757700
Algerian dinar	May 13, 2022	146.283900
Algerian dinar	May 15, 2023	135.929000
Algerian dinar	May 16, 2022	146.140000
Algerian dinar	May 16, 2023	135.864000
Algerian dinar	May 17, 2022	145.858500
Algerian dinar	May 17, 2023	136.129900
Algerian dinar	May 18, 2022	145.520800
Algerian dinar	May 18, 2023	136.224400
Algerian dinar	May 19, 2022	145.739700
Algerian dinar	May 19, 2023	136.351400
Algerian dinar	May 20, 2022	145.501600
Algerian dinar	May 22, 2023	136.221500
Algerian dinar	May 23, 2022	145.327600
Algerian dinar	May 23, 2023	136.292400
Algerian dinar	May 24, 2022	145.250000
Algerian dinar	May 24, 2023	136.310100
Algerian dinar	May 25, 2022	145.419900
Algerian dinar	May 25, 2023	136.646600
Algerian dinar	May 26, 2022	145.445000
Algerian dinar	May 26, 2023	136.611200
Algerian dinar	May 27, 2022	145.099000
Algerian dinar	May 30, 2023	136.882800
Algerian dinar	May 31, 2022	145.262300
Algerian dinar	May 31, 2023	136.935900
Algerian dinar	November 01, 2022	NA
Algerian dinar	November 01, 2023	NA
Algerian dinar	November 02, 2022	140.324200
Algerian dinar	November 02, 2023	135.617900
Algerian dinar	November 03, 2022	140.339300
Algerian dinar	November 03, 2023	135.431700
Algerian dinar	November 04, 2022	140.208700
Algerian dinar	November 06, 2023	134.716500
Algerian dinar	November 07, 2022	140.114000
Algerian dinar	November 07, 2023	134.727900
Algerian dinar	November 08, 2022	140.131600
Algerian dinar	November 08, 2023	134.791800
Algerian dinar	November 09, 2022	140.081700
Algerian dinar	November 09, 2023	134.704700
Algerian dinar	November 10, 2022	140.464700
Algerian dinar	November 10, 2023	134.913700
Algerian dinar	November 11, 2022	140.044500
Algerian dinar	November 13, 2023	134.669500
Algerian dinar	November 14, 2022	139.268100
Algerian dinar	November 14, 2023	134.601500
Algerian dinar	November 15, 2022	138.264700
Algerian dinar	November 15, 2023	134.111200
Algerian dinar	November 16, 2022	138.223300
Algerian dinar	November 16, 2023	134.274000
Algerian dinar	November 17, 2022	138.370900
Algerian dinar	November 17, 2023	134.245000
Algerian dinar	November 18, 2022	138.630600
Algerian dinar	November 20, 2023	134.061800
Algerian dinar	November 21, 2022	139.114700
Algerian dinar	November 21, 2023	134.057900
Algerian dinar	November 22, 2022	139.097000
Algerian dinar	November 22, 2023	134.232900
Algerian dinar	November 23, 2022	138.672000
Algerian dinar	November 24, 2023	NA
Algerian dinar	November 27, 2023	NA
Algerian dinar	November 28, 2022	138.435800
Algerian dinar	November 29, 2022	138.488900
Algerian dinar	November 30, 2022	138.577500
Algerian dinar	October 02, 2023	137.329000
Algerian dinar	October 03, 2022	140.486000
Algerian dinar	October 03, 2023	137.726100
Algerian dinar	October 04, 2022	140.120700
Algerian dinar	October 04, 2023	137.732000
Algerian dinar	October 05, 2022	140.185800
Algerian dinar	October 05, 2023	137.590800
Algerian dinar	October 06, 2022	140.271500
Algerian dinar	October 06, 2023	137.367100
Algerian dinar	October 07, 2022	140.366800
Algerian dinar	October 10, 2023	137.272900
Algerian dinar	October 11, 2022	140.305500
Algerian dinar	October 11, 2023	137.008000
Algerian dinar	October 12, 2022	140.328700
Algerian dinar	October 12, 2023	137.164100
Algerian dinar	October 13, 2022	140.300300
Algerian dinar	October 13, 2023	137.452700
Algerian dinar	October 14, 2022	140.180700
Algerian dinar	October 16, 2023	137.629500
Algerian dinar	October 17, 2022	140.285500
Algerian dinar	October 17, 2023	137.511700
Algerian dinar	October 18, 2022	140.139200
Algerian dinar	October 18, 2023	137.417400
Algerian dinar	October 19, 2022	140.238400
Algerian dinar	October 19, 2023	137.582400
Algerian dinar	October 20, 2022	140.397500
Algerian dinar	October 20, 2023	137.411400
Algerian dinar	October 21, 2022	140.350800
Algerian dinar	October 23, 2023	137.299500
Algerian dinar	October 24, 2022	140.078000
Algerian dinar	October 24, 2023	136.839700
Algerian dinar	October 25, 2022	140.118000
Algerian dinar	October 25, 2023	136.684100
Algerian dinar	October 26, 2022	140.083700
Algerian dinar	October 26, 2023	136.719100
Algerian dinar	October 27, 2022	140.178700
Algerian dinar	October 27, 2023	136.488400
Algerian dinar	October 28, 2022	140.413200
Algerian dinar	October 30, 2023	136.250100
Algerian dinar	October 31, 2022	140.325900
Algerian dinar	October 31, 2023	135.722800
Algerian dinar	September 01, 2022	140.180600
Algerian dinar	September 01, 2023	136.320800
Algerian dinar	September 02, 2022	140.320300
Algerian dinar	September 05, 2023	136.841200
Algerian dinar	September 06, 2022	140.264400
Algerian dinar	September 06, 2023	136.989100
Algerian dinar	September 07, 2022	140.317300
Algerian dinar	September 07, 2023	137.054100
Algerian dinar	September 08, 2022	140.255500
Algerian dinar	September 08, 2023	137.101500
Algerian dinar	September 09, 2022	140.204000
Algerian dinar	September 11, 2023	136.995000
Algerian dinar	September 12, 2022	140.215600
Algerian dinar	September 12, 2023	137.048200
Algerian dinar	September 13, 2022	140.411400
Algerian dinar	September 13, 2023	136.941800
Algerian dinar	September 14, 2022	140.581600
Algerian dinar	September 14, 2023	136.965400
Algerian dinar	September 15, 2022	140.550100
Algerian dinar	September 15, 2023	137.066500
Algerian dinar	September 16, 2022	140.368000
Algerian dinar	September 18, 2023	137.084200
Algerian dinar	September 19, 2022	NA
Algerian dinar	September 19, 2023	136.966100
Algerian dinar	September 20, 2022	NA
Algerian dinar	September 20, 2023	136.954300
Algerian dinar	September 21, 2022	140.673800
Algerian dinar	September 21, 2023	137.054600
Algerian dinar	September 22, 2022	140.435800
Algerian dinar	September 22, 2023	137.113700
Algerian dinar	September 23, 2022	140.532000
Algerian dinar	September 25, 2023	137.149100
Algerian dinar	September 26, 2022	140.606400
Algerian dinar	September 26, 2023	137.205200
Algerian dinar	September 27, 2022	141.873200
Algerian dinar	September 27, 2023	NA
Algerian dinar	September 28, 2022	142.426900
Algerian dinar	September 28, 2023	137.494000
Algerian dinar	September 29, 2022	140.665500
Algerian dinar	September 29, 2023	137.169900
Algerian dinar	September 30, 2022	140.724800
Botswana pula(1)	April 01, 2022	0.087100
Botswana pula(1)	April 03, 2023	0.076300
Botswana pula(1)	April 04, 2022	0.087000
Botswana pula(1)	April 04, 2023	0.076700
Botswana pula(1)	April 05, 2022	0.087100
Botswana pula(1)	April 05, 2023	0.076700
Botswana pula(1)	April 06, 2022	0.086500
Botswana pula(1)	April 06, 2023	0.076200
Botswana pula(1)	April 07, 2022	0.086800
Botswana pula(1)	April 07, 2023	NA
Botswana pula(1)	April 08, 2022	0.086400
Botswana pula(1)	April 10, 2023	NA
Botswana pula(1)	April 11, 2022	0.086600
Botswana pula(1)	April 11, 2023	0.075500
Botswana pula(1)	April 12, 2022	0.086800
Botswana pula(1)	April 12, 2023	0.075600
Botswana pula(1)	April 13, 2022	0.087000
Botswana pula(1)	April 13, 2023	0.075700
Botswana pula(1)	April 14, 2022	0.087000
Botswana pula(1)	April 14, 2023	0.076600
Botswana pula(1)	April 15, 2022	NA
Botswana pula(1)	April 17, 2023	0.076300
Botswana pula(1)	April 18, 2022	NA
Botswana pula(1)	April 18, 2023	0.075800
Botswana pula(1)	April 19, 2022	0.086300
Botswana pula(1)	April 19, 2023	0.075900
Botswana pula(1)	April 20, 2022	0.085500
Botswana pula(1)	April 20, 2023	0.076100
Botswana pula(1)	April 21, 2022	0.085400
Botswana pula(1)	April 21, 2023	NA
Botswana pula(1)	April 22, 2022	0.084200
Botswana pula(1)	April 24, 2023	0.076100
Botswana pula(1)	April 25, 2022	0.083500
Botswana pula(1)	April 25, 2023	0.076100
Botswana pula(1)	April 26, 2022	0.083400
Botswana pula(1)	April 26, 2023	0.075700
Botswana pula(1)	April 27, 2022	0.082900
Botswana pula(1)	April 27, 2023	0.075800
Botswana pula(1)	April 28, 2022	0.082400
Botswana pula(1)	April 28, 2023	0.075700
Botswana pula(1)	April 29, 2022	0.082500
Botswana pula(1)	August 01, 2022	0.079600
Botswana pula(1)	August 01, 2023	0.076000
Botswana pula(1)	August 02, 2022	0.080000
Botswana pula(1)	August 02, 2023	0.075100
Botswana pula(1)	August 03, 2022	0.079400
Botswana pula(1)	August 03, 2023	0.074800
Botswana pula(1)	August 04, 2022	0.079100
Botswana pula(1)	August 04, 2023	0.074500
Botswana pula(1)	August 05, 2022	0.079600
Botswana pula(1)	August 07, 2023	0.074800
Botswana pula(1)	August 08, 2022	0.079100
Botswana pula(1)	August 08, 2023	0.074200
Botswana pula(1)	August 09, 2022	0.079400
Botswana pula(1)	August 09, 2023	0.074100
Botswana pula(1)	August 10, 2022	0.079500
Botswana pula(1)	August 10, 2023	0.074000
Botswana pula(1)	August 11, 2022	0.080600
Botswana pula(1)	August 11, 2023	0.074100
Botswana pula(1)	August 12, 2022	0.080500
Botswana pula(1)	August 14, 2023	0.073700
Botswana pula(1)	August 15, 2022	0.080300
Botswana pula(1)	August 15, 2023	0.073600
Botswana pula(1)	August 16, 2022	0.079800
Botswana pula(1)	August 16, 2023	0.073500
Botswana pula(1)	August 17, 2022	0.079800
Botswana pula(1)	August 17, 2023	0.073300
Botswana pula(1)	August 18, 2022	0.079100
Botswana pula(1)	August 18, 2023	0.073600
Botswana pula(1)	August 19, 2022	0.078500
Botswana pula(1)	August 21, 2023	0.073500
Botswana pula(1)	August 22, 2022	0.078200
Botswana pula(1)	August 22, 2023	0.073900
Botswana pula(1)	August 23, 2022	0.077900
Botswana pula(1)	August 23, 2023	0.074000
Botswana pula(1)	August 24, 2022	0.077900
Botswana pula(1)	August 24, 2023	0.074500
Botswana pula(1)	August 25, 2022	0.078500
Botswana pula(1)	August 25, 2023	0.073800
Botswana pula(1)	August 26, 2022	0.078500
Botswana pula(1)	August 28, 2023	0.074200
Botswana pula(1)	August 29, 2022	0.078000
Botswana pula(1)	August 29, 2023	0.074300
Botswana pula(1)	August 30, 2022	0.078300
Botswana pula(1)	August 30, 2023	0.074400
Botswana pula(1)	August 31, 2022	0.078200
Botswana pula(1)	August 31, 2023	0.074100
Botswana pula(1)	December 01, 2022	0.077800
Botswana pula(1)	December 02, 2022	0.077100
Botswana pula(1)	December 05, 2022	0.077700
Botswana pula(1)	December 06, 2022	0.077100
Botswana pula(1)	December 07, 2022	0.077200
Botswana pula(1)	December 08, 2022	0.077800
Botswana pula(1)	December 09, 2022	0.077900
Botswana pula(1)	December 12, 2022	0.077400
Botswana pula(1)	December 13, 2022	0.076900
Botswana pula(1)	December 14, 2022	0.077800
Botswana pula(1)	December 15, 2022	0.077900
Botswana pula(1)	December 16, 2022	0.077300
Botswana pula(1)	December 19, 2022	0.076900
Botswana pula(1)	December 20, 2022	0.077400
Botswana pula(1)	December 21, 2022	0.077600
Botswana pula(1)	December 22, 2022	0.078000
Botswana pula(1)	December 23, 2022	0.077800
Botswana pula(1)	February 01, 2023	0.077800
Botswana pula(1)	February 02, 2023	0.078800
Botswana pula(1)	February 03, 2023	0.078500
Botswana pula(1)	February 06, 2023	0.077500
Botswana pula(1)	February 07, 2023	0.077100
Botswana pula(1)	February 08, 2023	0.077300
Botswana pula(1)	February 09, 2023	0.077000
Botswana pula(1)	February 10, 2023	0.076800
Botswana pula(1)	February 13, 2023	0.076400
Botswana pula(1)	February 14, 2023	NA
Botswana pula(1)	February 15, 2023	0.076300
Botswana pula(1)	February 16, 2023	0.076100
Botswana pula(1)	February 17, 2023	0.075600
Botswana pula(1)	February 21, 2023	0.075900
Botswana pula(1)	February 22, 2023	0.075600
Botswana pula(1)	February 23, 2023	0.075600
Botswana pula(1)	February 24, 2023	0.075500
Botswana pula(1)	February 27, 2023	0.074900
Botswana pula(1)	February 28, 2023	0.075000
Botswana pula(1)	January 03, 2023	NA
Botswana pula(1)	January 04, 2023	0.078200
Botswana pula(1)	January 05, 2023	0.078400
Botswana pula(1)	January 06, 2023	0.077600
Botswana pula(1)	January 09, 2023	0.078300
Botswana pula(1)	January 10, 2023	0.078600
Botswana pula(1)	January 11, 2023	0.078500
Botswana pula(1)	January 12, 2023	0.078600
Botswana pula(1)	January 13, 2023	0.079200
Botswana pula(1)	January 17, 2023	0.078500
Botswana pula(1)	January 18, 2023	0.078400
Botswana pula(1)	January 19, 2023	0.078500
Botswana pula(1)	January 20, 2023	0.078200
Botswana pula(1)	January 23, 2023	0.078400
Botswana pula(1)	January 24, 2023	0.078300
Botswana pula(1)	January 25, 2023	0.078400
Botswana pula(1)	January 26, 2023	0.078500
Botswana pula(1)	January 27, 2023	0.078200
Botswana pula(1)	January 30, 2023	0.078300
Botswana pula(1)	January 31, 2023	0.077800
Botswana pula(1)	July 01, 2022	NA
Botswana pula(1)	July 05, 2022	0.080800
Botswana pula(1)	July 05, 2023	0.074300
Botswana pula(1)	July 06, 2022	0.079800
Botswana pula(1)	July 06, 2023	0.074200
Botswana pula(1)	July 07, 2022	0.079400
Botswana pula(1)	July 07, 2023	0.073700
Botswana pula(1)	July 08, 2022	0.079400
Botswana pula(1)	July 10, 2023	0.074200
Botswana pula(1)	July 11, 2022	0.078900
Botswana pula(1)	July 11, 2023	0.074600
Botswana pula(1)	July 12, 2022	0.078300
Botswana pula(1)	July 12, 2023	0.075100
Botswana pula(1)	July 13, 2022	0.078600
Botswana pula(1)	July 13, 2023	0.075900
Botswana pula(1)	July 14, 2022	0.078500
Botswana pula(1)	July 14, 2023	0.076400
Botswana pula(1)	July 15, 2022	NA
Botswana pula(1)	July 17, 2023	NA
Botswana pula(1)	July 18, 2022	NA
Botswana pula(1)	July 18, 2023	NA
Botswana pula(1)	July 19, 2022	NA
Botswana pula(1)	July 19, 2023	0.076400
Botswana pula(1)	July 20, 2022	0.078500
Botswana pula(1)	July 20, 2023	0.076400
Botswana pula(1)	July 21, 2022	0.078400
Botswana pula(1)	July 21, 2023	0.076300
Botswana pula(1)	July 22, 2022	0.078600
Botswana pula(1)	July 24, 2023	0.076000
Botswana pula(1)	July 25, 2022	0.079000
Botswana pula(1)	July 25, 2023	0.076600
Botswana pula(1)	July 26, 2022	0.079300
Botswana pula(1)	July 26, 2023	0.076900
Botswana pula(1)	July 27, 2022	0.078800
Botswana pula(1)	July 27, 2023	0.076700
Botswana pula(1)	July 28, 2022	0.079500
Botswana pula(1)	July 28, 2023	0.076200
Botswana pula(1)	July 29, 2022	0.080100
Botswana pula(1)	July 31, 2023	0.076600
Botswana pula(1)	June 01, 2022	0.083100
Botswana pula(1)	June 01, 2023	0.072500
Botswana pula(1)	June 02, 2022	0.083200
Botswana pula(1)	June 02, 2023	0.073000
Botswana pula(1)	June 03, 2022	0.083600
Botswana pula(1)	June 05, 2023	0.072900
Botswana pula(1)	June 06, 2022	0.083400
Botswana pula(1)	June 06, 2023	0.073500
Botswana pula(1)	June 07, 2022	0.083200
Botswana pula(1)	June 07, 2023	0.073300
Botswana pula(1)	June 08, 2022	0.083500
Botswana pula(1)	June 08, 2023	0.073600
Botswana pula(1)	June 09, 2022	0.083800
Botswana pula(1)	June 09, 2023	NA
Botswana pula(1)	June 10, 2022	0.083300
Botswana pula(1)	June 12, 2023	0.074400
Botswana pula(1)	June 13, 2022	0.081600
Botswana pula(1)	June 13, 2023	0.074700
Botswana pula(1)	June 14, 2022	0.081600
Botswana pula(1)	June 14, 2023	0.074500
Botswana pula(1)	June 15, 2022	0.081700
Botswana pula(1)	June 15, 2023	0.075000
Botswana pula(1)	June 16, 2022	NA
Botswana pula(1)	June 16, 2023	0.075600
Botswana pula(1)	June 17, 2022	0.081800
Botswana pula(1)	June 20, 2023	0.075500
Botswana pula(1)	June 21, 2022	0.081600
Botswana pula(1)	June 21, 2023	0.075000
Botswana pula(1)	June 22, 2022	0.081600
Botswana pula(1)	June 22, 2023	0.075200
Botswana pula(1)	June 23, 2022	0.081800
Botswana pula(1)	June 23, 2023	0.074700
Botswana pula(1)	June 24, 2022	0.081800
Botswana pula(1)	June 26, 2023	0.074400
Botswana pula(1)	June 27, 2022	0.082100
Botswana pula(1)	June 27, 2023	0.074700
Botswana pula(1)	June 28, 2022	0.082100
Botswana pula(1)	June 28, 2023	0.074700
Botswana pula(1)	June 29, 2022	0.081400
Botswana pula(1)	June 29, 2023	0.074300
Botswana pula(1)	June 30, 2022	0.080900
Botswana pula(1)	June 30, 2023	0.074200
Botswana pula(1)	March 01, 2023	NA
Botswana pula(1)	March 02, 2023	0.075500
Botswana pula(1)	March 03, 2023	NA
Botswana pula(1)	March 06, 2023	0.075600
Botswana pula(1)	March 07, 2023	0.075500
Botswana pula(1)	March 08, 2023	0.074600
Botswana pula(1)	March 09, 2023	0.074600
Botswana pula(1)	March 10, 2023	0.074800
Botswana pula(1)	March 13, 2023	0.075800
Botswana pula(1)	March 14, 2023	0.075700
Botswana pula(1)	March 15, 2023	0.075800
Botswana pula(1)	March 16, 2023	0.075200
Botswana pula(1)	March 17, 2023	0.075400
Botswana pula(1)	March 20, 2023	0.075400
Botswana pula(1)	March 21, 2023	0.075100
Botswana pula(1)	March 22, 2023	0.075200
Botswana pula(1)	March 23, 2023	0.076200
Botswana pula(1)	March 24, 2023	0.076200
Botswana pula(1)	March 27, 2023	0.075800
Botswana pula(1)	March 28, 2023	0.075800
Botswana pula(1)	March 29, 2023	0.075900
Botswana pula(1)	March 30, 2023	0.076100
Botswana pula(1)	March 31, 2023	0.075900
Botswana pula(1)	May 01, 2023	NA
Botswana pula(1)	May 02, 2022	NA
Botswana pula(1)	May 02, 2023	0.075600
Botswana pula(1)	May 03, 2022	0.082000
Botswana pula(1)	May 03, 2023	0.075500
Botswana pula(1)	May 04, 2022	0.082700
Botswana pula(1)	May 04, 2023	0.076000
Botswana pula(1)	May 05, 2022	0.083400
Botswana pula(1)	May 05, 2023	0.075900
Botswana pula(1)	May 06, 2022	0.081900
Botswana pula(1)	May 08, 2023	0.075700
Botswana pula(1)	May 09, 2022	0.081700
Botswana pula(1)	May 09, 2023	0.075700
Botswana pula(1)	May 10, 2022	0.081800
Botswana pula(1)	May 10, 2023	0.075000
Botswana pula(1)	May 11, 2022	0.081800
Botswana pula(1)	May 11, 2023	0.074600
Botswana pula(1)	May 12, 2022	0.081600
Botswana pula(1)	May 12, 2023	0.073800
Botswana pula(1)	May 13, 2022	0.081700
Botswana pula(1)	May 15, 2023	0.074300
Botswana pula(1)	May 16, 2022	0.081300
Botswana pula(1)	May 16, 2023	0.074000
Botswana pula(1)	May 17, 2022	0.081800
Botswana pula(1)	May 17, 2023	0.074000
Botswana pula(1)	May 18, 2022	0.082200
Botswana pula(1)	May 18, 2023	NA
Botswana pula(1)	May 19, 2022	0.081800
Botswana pula(1)	May 19, 2023	0.073600
Botswana pula(1)	May 20, 2022	0.082500
Botswana pula(1)	May 22, 2023	0.073300
Botswana pula(1)	May 23, 2022	0.082700
Botswana pula(1)	May 23, 2023	0.073600
Botswana pula(1)	May 24, 2022	0.082700
Botswana pula(1)	May 24, 2023	0.073700
Botswana pula(1)	May 25, 2022	0.083100
Botswana pula(1)	May 25, 2023	0.073300
Botswana pula(1)	May 26, 2022	NA
Botswana pula(1)	May 26, 2023	0.072700
Botswana pula(1)	May 27, 2022	0.083100
Botswana pula(1)	May 30, 2023	0.072400
Botswana pula(1)	May 31, 2022	0.083600
Botswana pula(1)	May 31, 2023	0.072500
Botswana pula(1)	November 01, 2022	0.074600
Botswana pula(1)	November 01, 2023	0.073300
Botswana pula(1)	November 02, 2022	0.074700
Botswana pula(1)	November 02, 2023	0.073700
Botswana pula(1)	November 03, 2022	0.074300
Botswana pula(1)	November 03, 2023	0.074000
Botswana pula(1)	November 04, 2022	0.074200
Botswana pula(1)	November 06, 2023	0.074400
Botswana pula(1)	November 07, 2022	0.075000
Botswana pula(1)	November 07, 2023	0.074200
Botswana pula(1)	November 08, 2022	0.075600
Botswana pula(1)	November 08, 2023	0.074100
Botswana pula(1)	November 09, 2022	0.075700
Botswana pula(1)	November 09, 2023	0.073900
Botswana pula(1)	November 10, 2022	0.075500
Botswana pula(1)	November 10, 2023	0.073500
Botswana pula(1)	November 11, 2022	0.076800
Botswana pula(1)	November 13, 2023	0.073400
Botswana pula(1)	November 14, 2022	0.077200
Botswana pula(1)	November 14, 2023	0.073400
Botswana pula(1)	November 15, 2022	0.077300
Botswana pula(1)	November 15, 2023	0.074600
Botswana pula(1)	November 16, 2022	0.077200
Botswana pula(1)	November 16, 2023	0.074500
Botswana pula(1)	November 17, 2022	0.077200
Botswana pula(1)	November 17, 2023	0.074300
Botswana pula(1)	November 18, 2022	0.077000
Botswana pula(1)	November 20, 2023	0.074600
Botswana pula(1)	November 21, 2022	0.076900
Botswana pula(1)	November 21, 2023	0.074600
Botswana pula(1)	November 22, 2022	0.076900
Botswana pula(1)	November 22, 2023	0.073900
Botswana pula(1)	November 23, 2022	0.077100
Botswana pula(1)	November 24, 2023	NA
Botswana pula(1)	November 27, 2023	NA
Botswana pula(1)	November 28, 2022	0.077400
Botswana pula(1)	November 29, 2022	0.077600
Botswana pula(1)	November 30, 2022	0.077800
Botswana pula(1)	October 02, 2023	NA
Botswana pula(1)	October 03, 2022	0.075100
Botswana pula(1)	October 03, 2023	NA
Botswana pula(1)	October 04, 2022	0.075800
Botswana pula(1)	October 04, 2023	0.072000
Botswana pula(1)	October 05, 2022	0.076200
Botswana pula(1)	October 05, 2023	0.072300
Botswana pula(1)	October 06, 2022	0.075800
Botswana pula(1)	October 06, 2023	0.072000
Botswana pula(1)	October 07, 2022	0.075000
Botswana pula(1)	October 10, 2023	0.072400
Botswana pula(1)	October 11, 2022	0.074600
Botswana pula(1)	October 11, 2023	0.072900
Botswana pula(1)	October 12, 2022	0.074700
Botswana pula(1)	October 12, 2023	0.073300
Botswana pula(1)	October 13, 2022	0.074300
Botswana pula(1)	October 13, 2023	0.072800
Botswana pula(1)	October 14, 2022	0.074700
Botswana pula(1)	October 16, 2023	0.072900
Botswana pula(1)	October 17, 2022	0.074400
Botswana pula(1)	October 17, 2023	0.073200
Botswana pula(1)	October 18, 2022	0.075000
Botswana pula(1)	October 18, 2023	0.073300
Botswana pula(1)	October 19, 2022	0.074700
Botswana pula(1)	October 19, 2023	0.072700
Botswana pula(1)	October 20, 2022	0.074300
Botswana pula(1)	October 20, 2023	0.072800
Botswana pula(1)	October 21, 2022	0.074100
Botswana pula(1)	October 23, 2023	0.072800
Botswana pula(1)	October 24, 2022	0.074700
Botswana pula(1)	October 24, 2023	0.073200
Botswana pula(1)	October 25, 2022	0.074100
Botswana pula(1)	October 25, 2023	0.072900
